Date,Open,High,Low,Close,Volume
2020-01-03,231.41,232.27,231.03,231.89,795532
2020-01-06,232.42,233.42,229.18,230.17,828714
2020-01-07,230.93,232.25,230.41,231.72,904958
2020-01-08,231.71,232.93,229.52,230.74,1109223
2020-01-09,230.64,233.38,228.51,231.25,1186500
2020-01-10,231.17,231.65,230.66,231.14,1458156
2020-01-13,230.63,232.27,230.35,231.99,1054134
2020-01-14,232.5,233.85,229.21,230.54,1281805
2020-01-15,230.98,231.66,228.16,228.82,1342477
2020-01-16,228.77,229.26,227.94,228.43,907715
2020-01-17,228.59,229.34,226.96,227.71,643359
2020-01-20,226.71,230.11,225.29,228.68,885972
2020-01-21,227.97,229.75,226.17,227.95,1999213
2020-01-22,226.43,229.22,225.85,228.63,694728
2020-01-23,228.17,229.4,227.76,228.99,962560
2020-01-24,229.52,230.18,228.25,228.92,1565134
2020-01-27,229.04,229.11,227.3,227.37,749820
2020-01-28,226.96,227.96,223.13,224.11,1179850
2020-01-29,223.78,227.56,219.19,222.96,935461
2020-01-30,222.62,224.25,220.6,222.23,1195990
2020-01-31,222.86,223.36,218.87,219.36,899103
2020-02-03,218.54,221.15,217.76,220.37,913925
2020-02-04,221.11,223.35,218.06,220.29,1075067
2020-02-05,220.58,223.01,218.64,221.06,1477719
2020-02-06,220.02,221.46,215.4,216.81,1164275
2020-02-07,217.16,218.64,216.01,217.49,1065345
2020-02-10,217.92,218.43,216.56,217.07,1115671
2020-02-11,216.76,216.77,216.41,216.42,1169717
2020-02-12,217.54,218.15,215.39,216.0,756088
2020-02-13,215.44,219.44,215.14,219.14,1411967
2020-02-14,218.85,219.92,217.0,218.07,1708515
2020-02-17,218.17,219.61,215.91,217.34,1364087
2020-02-18,217.64,218.37,214.96,215.69,860839
2020-02-19,215.54,221.73,214.4,220.56,1656667
2020-02-20,221.13,221.16,220.35,220.39,1125396
2020-02-21,219.95,221.23,219.76,221.05,1194334
2020-02-24,221.35,221.87,218.81,219.33,897821
2020-02-25,219.2,220.09,216.02,216.9,1150830
2020-02-26,216.88,217.14,216.49,216.75,754389
2020-02-27,216.07,216.44,215.53,215.9,423911
2020-02-28,215.78,215.88,214.22,214.32,1103008
2020-03-02,213.3,216.8,211.69,215.18,1023889
2020-03-03,214.2,216.55,212.42,214.76,1268061
2020-03-04,214.61,216.17,211.77,213.32,844429
2020-03-05,213.8,214.26,212.08,212.55,730209
2020-03-06,211.84,213.46,210.93,212.55,948747
2020-03-09,212.8,213.09,211.81,212.1,860125
2020-03-10,213.47,214.41,211.64,212.59,607122
2020-03-11,212.89,212.92,210.88,210.91,1903173
2020-03-12,211.25,211.84,208.08,208.66,1625416
2020-03-13,208.52,209.59,207.96,209.03,644886
2020-03-16,207.77,209.61,206.43,208.27,583792
2020-03-17,207.96,209.56,206.13,207.73,778667
2020-03-18,207.72,210.24,205.42,207.93,1025347
2020-03-19,207.19,209.8,205.58,208.18,762065
2020-03-20,208.25,209.56,206.01,207.31,1004122
2020-03-23,206.81,208.39,204.44,206.01,1778259
2020-03-24,206.48,206.95,203.67,204.13,2908781
2020-03-25,204.15,204.97,203.63,204.45,978127
2020-03-26,204.56,205.52,203.31,204.27,672534
2020-03-27,204.47,206.13,202.59,204.25,845325
2020-03-30,204.11,204.25,203.3,203.43,1292977
2020-03-31,204.36,206.38,202.83,204.85,1732783
2020-04-01,204.13,207.42,203.91,207.2,1181049
2020-04-02,206.65,207.52,204.11,204.98,843154
2020-04-03,204.91,206.24,204.27,205.6,956036
2020-04-06,205.64,208.47,205.23,208.05,1279735
2020-04-07,207.18,209.19,206.98,208.98,950161
2020-04-08,209.56,212.09,204.93,207.44,950309
2020-04-09,207.28,208.28,206.39,207.39,729678
2020-04-10,207.75,209.08,204.27,205.59,1072282
2020-04-13,205.21,208.05,202.6,205.43,879285
2020-04-14,205.09,205.41,203.04,203.37,1502351
2020-04-15,203.51,204.26,202.37,203.13,1345879
2020-04-16,202.83,205.26,200.94,203.36,1184573
2020-04-17,202.93,203.39,202.25,202.71,1487559
2020-04-20,202.86,204.83,201.15,203.12,1218890
2020-04-21,203.56,204.42,202.45,203.31,718500
2020-04-22,203.14,205.36,198.97,201.16,672463
2020-04-23,201.39,201.62,201.33,201.57,1420127
2020-04-24,201.06,202.26,199.88,201.08,1389260
2020-04-27,201.29,202.74,200.8,202.25,1276546
2020-04-28,201.71,201.87,200.91,201.07,595631
2020-04-29,201.23,203.43,199.85,202.04,1064994
2020-04-30,201.39,203.97,200.41,202.98,1173120
2020-05-01,203.09,203.75,202.42,203.07,1067885
2020-05-04,203.63,203.83,201.14,201.33,775719
2020-05-05,201.36,202.22,200.53,201.39,1691039
2020-05-06,200.37,205.2,198.78,203.59,1193242
2020-05-07,204.43,204.86,203.42,203.85,932528
2020-05-08,203.42,209.87,202.05,208.47,1666130
2020-05-11,207.06,208.66,204.86,206.45,1464250
2020-05-12,207.53,207.8,206.75,207.02,1188362
2020-05-13,206.59,208.1,205.66,207.17,817607
2020-05-14,207.53,207.74,204.1,204.3,1097588
2020-05-15,204.4,205.54,204.36,205.5,1225586
2020-05-18,206.6,207.78,203.37,204.53,628770
2020-05-19,205.45,208.5,202.02,205.07,882655
2020-05-20,203.96,205.34,202.03,203.42,1449588
2020-05-21,203.63,204.55,202.54,203.45,796354
2020-05-22,202.76,204.49,201.86,203.59,574795
2020-05-25,203.48,203.98,201.63,202.12,1329622
2020-05-26,201.94,202.96,198.24,199.24,1525050
2020-05-27,199.08,201.61,195.55,198.07,1103715
2020-05-28,197.29,199.03,195.81,197.54,1309717
2020-05-29,197.86,198.82,195.73,196.69,1200657
2020-06-01,197.11,202.69,193.63,199.17,1008639
2020-06-02,199.59,200.1,197.3,197.8,683171
2020-06-03,198.86,199.17,197.29,197.6,720166
2020-06-04,197.44,198.69,195.8,197.05,795363
2020-06-05,196.47,198.89,193.82,196.25,947049
2020-06-08,196.24,198.13,194.84,196.72,1301018
2020-06-09,195.17,196.14,194.97,195.94,1443399
2020-06-10,195.71,199.87,193.17,197.3,685609
2020-06-11,196.52,201.53,195.5,200.49,526374
2020-06-12,199.75,199.94,198.24,198.44,1706356
2020-06-15,197.59,198.49,196.82,197.71,1034620
2020-06-16,196.91,197.25,195.13,195.46,974827
2020-06-17,195.53,198.0,194.99,197.45,1489334
2020-06-18,196.36,197.15,195.6,196.38,1070552
2020-06-19,195.7,197.76,189.84,191.85,1738912
2020-06-22,191.79,192.61,191.73,192.54,579008
2020-06-23,192.28,193.15,191.77,192.63,921594
2020-06-24,193.28,194.87,191.55,193.14,962903
2020-06-25,193.07,195.29,192.49,194.71,1300855
2020-06-26,195.76,196.66,193.75,194.64,1682931
2020-06-29,195.02,195.68,194.57,195.23,548355
2020-06-30,194.51,195.15,193.17,193.81,950558
2020-07-01,193.61,196.04,193.0,195.42,1893018
2020-07-02,196.21,196.42,195.74,195.95,1203677
2020-07-03,195.07,195.62,194.97,195.53,1809997
2020-07-06,194.86,196.31,193.04,194.49,1122094
2020-07-07,193.31,195.1,192.61,194.4,982110
2020-07-08,194.23,195.26,193.82,194.85,1426418
2020-07-09,195.29,197.0,191.91,193.6,1293197
2020-07-10,194.14,194.68,193.07,193.61,1314514
2020-07-13,193.4,194.45,189.94,190.99,1561834
2020-07-14,190.12,191.33,189.08,190.29,856519
2020-07-15,190.33,192.49,190.24,192.41,1284244
2020-07-16,192.21,193.99,188.0,189.76,1335512
2020-07-17,190.11,190.53,189.09,189.5,875750
2020-07-20,189.54,191.23,184.52,186.18,1184460
2020-07-21,186.75,187.71,181.53,182.47,794081
2020-07-22,182.07,182.84,178.92,179.68,1137614
2020-07-23,179.63,181.37,178.85,180.6,995781
2020-07-24,180.46,180.72,179.01,179.27,863394
2020-07-27,178.96,183.51,178.68,183.23,1183407
2020-07-28,183.4,185.39,181.79,183.78,1685935
2020-07-29,182.77,185.47,180.49,183.18,1108044
2020-07-30,182.28,186.28,180.94,184.92,935340
2020-07-31,183.47,184.6,183.47,184.6,575091
2020-08-03,184.55,185.79,180.7,181.93,1872491
2020-08-04,182.28,182.37,182.11,182.19,1675182
2020-08-05,182.35,187.15,181.31,186.09,1025733
2020-08-06,186.91,188.01,185.27,186.37,1418310
2020-08-07,186.37,188.62,184.87,187.11,962382
2020-08-10,186.54,187.1,184.39,184.94,1560422
2020-08-11,185.08,185.92,183.49,184.33,951046
2020-08-12,184.38,186.18,184.17,185.97,1017181
2020-08-13,186.02,187.59,182.42,183.97,1019773
2020-08-14,184.52,185.43,183.71,184.62,702557
2020-08-17,184.11,186.86,183.22,185.97,1400863
2020-08-18,185.48,187.19,185.41,187.12,745942
2020-08-19,187.05,188.67,185.36,186.97,911870
2020-08-20,187.6,190.5,184.99,187.88,1225026
2020-08-21,187.42,187.97,184.66,185.2,1111090
2020-08-24,185.9,186.02,181.16,181.27,1486625
2020-08-25,181.98,183.15,179.46,180.62,1360853
2020-08-26,180.39,182.19,177.5,179.29,1398903
2020-08-27,178.93,182.33,177.96,181.35,1141404
2020-08-28,181.28,183.53,181.06,183.31,1008208
2020-08-31,182.44,183.13,179.44,180.12,1629850
2020-09-01,180.93,183.69,178.85,181.61,1284986
2020-09-02,181.68,182.17,180.29,180.77,1259903
2020-09-03,181.35,182.49,177.62,178.76,1076983
2020-09-04,178.4,179.58,176.89,178.07,1839036
2020-09-07,178.15,180.3,175.68,177.81,944455
2020-09-08,177.72,177.91,176.57,176.76,1228180
2020-09-09,177.6,177.9,177.28,177.58,1603482
2020-09-10,177.0,179.22,176.43,178.64,923150
2020-09-11,179.26,180.69,178.41,179.83,719385
2020-09-14,179.84,179.87,178.92,178.95,795881
2020-09-15,178.91,179.63,177.87,178.59,744942
2020-09-16,177.65,178.32,174.45,175.12,1590298
2020-09-17,175.03,176.35,174.08,175.4,807769
2020-09-18,175.16,178.99,173.54,177.35,2374490
2020-09-21,177.63,179.41,176.13,177.91,1061541
2020-09-22,177.63,178.63,177.12,178.13,879109
2020-09-23,177.78,182.92,176.35,181.46,2376996
2020-09-24,181.93,182.21,180.07,180.34,836003
2020-09-25,180.44,180.56,180.24,180.35,850290
2020-09-28,180.09,183.05,178.32,181.26,1389485
2020-09-29,181.34,182.01,180.36,181.02,650000
2020-09-30,181.29,182.32,178.38,179.41,1349299
2020-10-01,179.29,183.87,177.71,182.26,1354592
2020-10-02,182.19,184.22,181.63,183.65,1129267
2020-10-05,184.46,185.05,184.28,184.87,1286002
2020-10-06,184.82,188.61,183.2,186.97,979511
2020-10-07,185.73,188.41,183.27,185.95,1072635
2020-10-08,186.38,187.36,185.34,186.32,2075652
2020-10-09,187.02,187.14,185.98,186.1,863732
2020-10-12,186.64,189.38,182.52,185.24,868921
2020-10-13,185.74,188.78,183.13,186.17,814293
2020-10-14,185.02,186.61,184.92,186.51,992079
2020-10-15,185.98,186.13,185.93,186.08,1254008
2020-10-16,186.09,186.95,185.51,186.37,1136576
2020-10-19,186.42,187.6,184.96,186.13,946646
2020-10-20,186.08,187.3,185.67,186.89,1431055
2020-10-21,186.14,186.46,185.33,185.65,1132372
2020-10-22,185.22,186.71,184.92,186.41,713397
2020-10-23,186.15,186.65,186.09,186.59,911409
2020-10-26,187.05,188.55,185.15,186.65,586802
2020-10-27,187.77,188.78,185.56,186.57,702689
2020-10-28,185.64,186.33,185.05,185.74,1154658
2020-10-29,185.73,188.46,184.03,186.75,1143369
2020-10-30,186.17,187.21,184.32,185.35,896881
2020-11-02,185.81,188.02,180.4,182.57,1301691
2020-11-03,182.64,183.68,180.06,181.09,984733
2020-11-04,181.28,181.5,180.06,180.28,802907
2020-11-05,180.27,181.07,178.81,179.61,1147000
2020-11-06,179.19,180.85,174.2,175.82,1470981
2020-11-09,175.4,177.19,174.95,176.73,1495033
2020-11-10,176.52,177.08,172.8,173.35,1480859
2020-11-11,173.77,174.79,170.56,171.57,1574051
2020-11-12,172.53,173.01,169.92,170.4,1393501
2020-11-13,170.86,171.48,168.31,168.92,1045193
2020-11-16,168.76,170.24,166.94,168.41,1089266
2020-11-17,169.15,170.83,168.12,169.79,1085527
2020-11-18,169.92,170.13,169.49,169.71,1374565
2020-11-19,169.69,172.03,169.64,171.99,1343860
2020-11-20,171.98,172.36,171.29,171.67,992259
2020-11-23,171.14,171.65,168.76,169.26,1090416
2020-11-24,168.47,170.19,168.11,169.83,1280848
2020-11-25,169.42,169.53,169.0,169.11,1169531
2020-11-26,168.95,170.29,167.33,168.66,796019
2020-11-27,168.69,169.64,166.71,167.65,1405632
2020-11-30,166.98,168.69,165.91,167.61,713106
2020-12-01,167.46,169.66,163.08,165.25,1434178
2020-12-02,164.33,166.46,163.51,165.64,787687
2020-12-03,166.22,168.38,163.16,165.31,1029592
2020-12-04,164.99,165.62,163.77,164.4,1362064
2020-12-07,163.85,166.13,162.36,164.63,1261436
2020-12-08,164.92,165.5,164.02,164.6,1342230
2020-12-09,164.58,164.95,163.61,163.98,1520236
2020-12-10,163.44,163.92,163.27,163.74,721829
2020-12-11,164.54,165.41,161.14,162.0,1158421
2020-12-14,161.56,163.68,161.15,163.27,1399096
2020-12-15,163.45,164.5,161.94,162.98,1284307
2020-12-16,162.67,163.0,162.03,162.35,678992
2020-12-17,162.7,164.46,161.79,163.56,805189
2020-12-18,163.9,165.28,162.02,163.4,1082205
2020-12-21,163.04,164.51,162.39,163.85,658733
2020-12-22,163.48,164.83,161.38,162.73,733602
2020-12-23,163.27,163.57,162.93,163.23,1054538
2020-12-24,163.33,164.16,162.64,163.47,1686691
2020-12-25,163.89,165.77,160.34,162.2,1302410
2020-12-28,162.35,164.94,160.84,163.41,596024
2020-12-29,163.93,164.56,162.32,162.94,558664
2020-12-30,163.22,165.75,162.96,165.49,1575047
2020-12-31,165.25,165.65,164.23,164.63,1934644
2021-01-01,165.39,166.78,164.56,165.95,1106501
2021-01-04,165.93,167.35,164.22,165.63,895917
2021-01-05,165.69,166.77,165.3,166.38,1396964
2021-01-06,166.52,168.79,165.46,167.72,817018
2021-01-07,168.34,168.68,168.03,168.37,808880
2021-01-08,168.0,171.36,166.33,169.67,911290
2021-01-11,169.71,170.71,168.74,169.74,1318178
2021-01-12,169.68,170.61,168.78,169.71,648936
2021-01-13,169.59,171.73,169.47,171.61,1250609
2021-01-14,171.07,172.6,170.92,172.44,1165926
2021-01-15,171.06,174.63,170.23,173.8,1119753
2021-01-18,173.41,175.38,171.74,173.72,1257802
2021-01-19,174.21,174.8,173.65,174.24,600716
2021-01-20,174.17,176.31,173.1,175.24,1770305
2021-01-21,175.0,175.68,174.72,175.4,1613722
2021-01-22,175.28,177.29,172.13,174.13,808157
2021-01-25,174.56,175.08,172.54,173.06,713090
2021-01-26,172.98,173.64,172.7,173.36,1378158
2021-01-27,173.18,174.81,170.95,172.56,1969683
2021-01-28,172.8,173.3,170.06,170.56,1257660
2021-01-29,171.07,171.88,169.68,170.49,1010214
2021-02-01,170.66,172.84,168.93,171.11,822960
2021-02-02,171.19,174.16,168.78,171.74,2163939
2021-02-03,170.87,173.23,169.58,171.93,839514
2021-02-04,171.09,175.14,170.08,174.12,1420294
2021-02-05,174.11,175.01,173.82,174.72,733463
2021-02-08,174.4,176.36,173.68,175.64,1167912
2021-02-09,175.32,175.45,175.15,175.28,625320
2021-02-10,175.37,177.42,174.52,176.56,1145471
2021-02-11,176.89,176.96,176.41,176.48,785928
2021-02-12,177.91,179.29,175.49,176.86,909352
2021-02-15,176.35,177.0,176.08,176.73,889879
2021-02-16,176.8,178.08,176.11,177.39,855000
2021-02-17,178.58,179.47,178.4,179.29,806059
2021-02-18,178.85,179.17,177.36,177.68,1162133
2021-02-19,177.96,180.21,176.41,178.65,785000
2021-02-22,178.06,179.77,177.58,179.28,1689368
2021-02-23,179.9,180.38,177.06,177.53,2078790
2021-02-24,177.12,179.33,175.81,178.01,1176248
2021-02-25,178.3,179.86,175.85,177.4,1593101
2021-02-26,177.8,178.89,175.19,176.27,1170187
2021-03-01,176.02,177.77,173.78,175.53,881435
2021-03-02,174.76,176.35,172.66,174.25,1409152
2021-03-03,173.8,176.45,172.85,175.48,1062129
2021-03-04,175.54,177.73,174.58,176.77,793723
2021-03-05,177.02,178.2,175.72,176.9,1196135
2021-03-08,177.28,177.68,176.33,176.73,998364
2021-03-09,176.25,178.38,173.38,175.51,1638148
2021-03-10,176.2,176.53,174.92,175.25,1244068
2021-03-11,175.48,175.81,173.66,173.99,1086957
2021-03-12,173.96,176.24,173.32,175.58,1322337
2021-03-15,175.24,177.05,174.92,176.73,844418
2021-03-16,176.19,176.69,175.3,175.8,801405
2021-03-17,174.64,177.49,174.35,177.2,1600143
2021-03-18,176.88,179.83,176.63,179.57,1670747
2021-03-19,179.5,180.05,179.4,179.95,1154648
2021-03-22,180.73,182.52,179.96,181.74,1474013
2021-03-23,182.11,182.89,180.87,181.65,817765
2021-03-24,180.99,184.52,179.76,183.27,1175795
2021-03-25,183.59,184.67,182.06,183.14,723082
2021-03-26,182.53,183.55,181.08,182.1,1696523
2021-03-29,183.2,183.84,181.19,181.82,1776102
2021-03-30,183.2,183.32,182.09,182.2,903344
2021-03-31,182.4,186.39,180.49,184.46,1005006
2021-04-01,184.17,188.0,184.05,187.87,880116
2021-04-02,188.63,188.73,188.32,188.42,827242
2021-04-05,188.67,189.91,185.89,187.12,780848
2021-04-06,187.43,187.68,183.94,184.18,1300709
2021-04-07,184.35,186.46,183.87,185.97,1467807
2021-04-08,185.62,186.66,185.51,186.54,916871
2021-04-09,186.91,187.94,186.39,187.41,1573851
2021-04-12,188.12,190.3,187.33,189.51,715706
2021-04-13,189.65,193.41,187.62,191.36,1626885
2021-04-14,191.2,191.61,188.13,188.54,1042694
2021-04-15,188.36,190.21,185.76,187.6,1250922
2021-04-16,188.02,188.66,187.02,187.67,927308
2021-04-19,188.25,189.52,185.27,186.53,1053632
2021-04-20,186.39,188.65,184.07,186.32,721731
2021-04-21,185.66,187.76,185.35,187.45,830506
2021-04-22,187.68,189.22,187.36,188.89,1414421
2021-04-23,188.73,188.84,188.2,188.31,1241094
2021-04-26,188.43,191.72,187.11,190.39,1020969
2021-04-27,191.5,193.28,190.63,192.41,1767070
2021-04-28,193.2,195.4,189.85,192.03,1200750
2021-04-29,190.94,195.57,189.35,193.94,794248
2021-04-30,193.43,196.74,191.33,194.63,835967
2021-05-03,194.67,194.9,194.64,194.88,695640
2021-05-04,193.92,197.36,192.88,196.31,1373239
2021-05-05,195.17,199.95,192.42,197.17,790501
2021-05-06,196.93,197.85,195.19,196.1,1656478
2021-05-07,195.81,197.62,194.96,196.76,1203234
2021-05-10,196.55,199.22,194.56,197.23,1603390
2021-05-11,197.35,200.71,195.13,198.48,1541584
2021-05-12,198.03,202.02,195.66,199.62,1072549
2021-05-13,199.45,202.93,197.51,200.97,1216736
2021-05-14,200.83,201.69,200.44,201.3,1080803
2021-05-17,201.84,202.15,198.19,198.5,1154134
2021-05-18,197.27,198.49,196.16,197.38,688111
2021-05-19,197.57,198.02,193.74,194.19,1670215
2021-05-20,193.04,195.85,193.01,195.82,1086997
2021-05-21,194.87,198.46,193.84,197.41,1450613
2021-05-24,197.52,199.39,193.81,195.66,1625141
2021-05-25,195.79,200.32,194.97,199.48,1662910
2021-05-26,199.59,203.58,197.99,201.96,1045477
2021-05-27,201.83,203.66,200.56,202.38,1566287
2021-05-28,202.33,207.24,201.6,206.5,921955
2021-05-31,205.95,208.0,203.24,205.29,1133530
2021-06-01,205.31,205.71,203.99,204.38,982101
2021-06-02,205.11,208.66,203.95,207.48,1189681
2021-06-03,206.12,207.01,205.1,205.99,1013689
2021-06-04,205.74,209.83,203.2,207.27,1041608
2021-06-07,206.72,208.01,206.4,207.69,821360
2021-06-08,206.63,208.39,206.44,208.19,1423471
2021-06-09,207.91,208.42,205.06,205.57,1862666
2021-06-10,205.39,206.0,203.65,204.26,1377308
2021-06-11,202.48,204.42,202.33,204.26,750828
2021-06-14,202.8,206.2,202.65,206.04,1276512
2021-06-15,205.93,207.92,204.88,206.87,778651
2021-06-16,206.65,206.99,203.42,203.76,2468156
2021-06-17,204.53,205.74,199.6,200.79,1031938
2021-06-18,200.48,201.19,195.82,196.51,1893253
2021-06-21,197.15,198.5,194.35,195.68,1262062
2021-06-22,195.38,198.82,195.32,198.76,1649655
2021-06-23,198.02,198.26,194.6,194.84,1330394
2021-06-24,194.93,197.38,193.64,196.09,763035
2021-06-25,195.83,196.86,194.04,195.07,595315
2021-06-28,194.97,196.15,194.48,195.66,930071
2021-06-29,194.17,197.46,193.32,196.6,1335653
2021-06-30,196.79,197.47,193.72,194.4,1140997
2021-07-01,194.29,194.99,192.46,193.16,845477
2021-07-02,193.27,194.02,190.22,190.97,1320116
2021-07-05,191.17,193.05,190.87,192.75,1339509
2021-07-06,193.67,194.21,189.04,189.57,1161019
2021-07-07,189.51,190.53,188.37,189.39,675452
2021-07-08,189.29,190.3,188.7,189.71,1238985
2021-07-09,190.22,190.89,188.18,188.84,1129454
2021-07-12,189.45,191.92,188.1,190.56,817085
2021-07-13,190.73,191.81,190.22,191.3,1235341
2021-07-14,191.11,193.71,190.62,193.21,1177923
2021-07-15,192.92,194.01,192.66,193.75,926813
2021-07-16,193.36,195.1,192.87,194.6,1423391
2021-07-19,194.17,196.01,192.8,194.63,814595
2021-07-20,195.1,195.9,194.65,195.45,1278750
2021-07-21,195.14,198.24,194.78,197.87,992162
2021-07-22,198.21,200.36,192.13,194.24,1653684
2021-07-23,193.76,196.37,193.4,196.0,963520
2021-07-26,196.53,197.91,196.11,197.49,1038896
2021-07-27,197.42,199.25,195.21,197.03,637008
2021-07-28,197.81,198.54,196.74,197.47,1207914
2021-07-29,197.8,198.79,195.13,196.11,937877
2021-07-30,196.31,197.72,194.1,195.5,1294221
2021-08-02,195.13,197.24,191.09,193.18,982694
2021-08-03,192.87,194.24,190.07,191.43,979016
2021-08-04,191.22,191.32,190.16,190.26,1024907
2021-08-05,190.13,192.35,189.17,191.39,935085
2021-08-06,190.96,193.16,189.85,192.04,1250368
2021-08-09,192.35,195.28,190.98,193.9,1281221
2021-08-10,194.25,195.17,193.31,194.23,872482
2021-08-11,194.07,194.89,191.67,192.48,1283795
2021-08-12,193.4,194.33,191.94,192.87,1074396
2021-08-13,192.86,195.83,190.29,193.25,1327886
2021-08-16,192.42,195.88,191.52,194.97,960006
2021-08-17,194.83,196.16,193.29,194.61,1008025
2021-08-18,194.65,197.3,191.4,194.05,865704
2021-08-19,193.85,196.0,192.14,194.29,1006634
2021-08-20,194.43,194.7,193.17,193.44,837592
2021-08-23,192.9,195.6,192.06,194.76,915520
2021-08-24,194.66,195.5,194.17,195.01,689875
2021-08-25,194.93,197.11,194.41,196.59,1186145
2021-08-26,196.75,197.32,194.32,194.88,1257241
2021-08-27,194.57,196.08,193.96,195.46,1367239
2021-08-30,195.03,197.87,193.56,196.39,980961
2021-08-31,196.31,196.42,195.35,195.46,1059968
2021-09-01,195.59,196.38,194.29,195.07,1207422
2021-09-02,194.87,197.84,193.45,196.41,1046519
2021-09-03,196.27,197.67,195.73,197.13,689552
2021-09-06,196.38,196.83,195.83,196.28,903269
2021-09-07,197.08,198.25,196.89,198.05,1248721
2021-09-08,197.4,201.6,195.75,199.93,1307173
2021-09-09,201.46,204.3,197.12,199.95,1163033
2021-09-10,199.81,201.02,198.07,199.28,845564
2021-09-13,200.04,201.42,196.99,198.36,1111745
2021-09-14,198.08,201.75,196.68,200.33,871645
2021-09-15,200.59,203.09,198.92,201.4,858609
2021-09-16,201.49,203.88,200.88,203.26,1132557
2021-09-17,203.05,203.1,201.72,201.77,728387
2021-09-20,201.02,203.72,200.77,203.47,1131813
2021-09-21,203.17,205.1,202.66,204.59,882846
2021-09-22,203.72,205.91,201.48,203.66,861974
2021-09-23,204.53,206.61,202.46,204.54,1122417
2021-09-24,203.94,207.47,202.14,205.66,1243757
2021-09-27,206.72,208.19,202.6,204.05,837432
2021-09-28,203.91,204.59,203.17,203.85,1350321
2021-09-29,202.78,204.1,202.62,203.93,1056575
2021-09-30,205.09,205.78,201.28,201.96,1690106
2021-10-01,202.62,203.76,201.56,202.7,1222339
2021-10-04,202.47,203.67,201.34,202.54,1140466
2021-10-05,202.2,202.69,200.98,201.47,847616
2021-10-06,201.1,203.62,199.77,202.29,1182627
2021-10-07,202.91,203.68,201.2,201.96,889480
2021-10-08,201.14,204.65,200.42,203.91,1438315
2021-10-11,203.59,205.2,202.75,204.36,839711
2021-10-12,204.97,208.05,200.02,203.06,1896136
2021-10-13,204.24,204.81,201.47,202.04,1486461
2021-10-14,201.66,202.6,201.36,202.3,820802
2021-10-15,201.99,206.14,201.07,205.2,734193
2021-10-18,204.74,206.7,204.7,206.66,1473865
2021-10-19,207.22,208.66,206.5,207.95,1350455
2021-10-20,207.44,212.35,205.89,210.78,1175729
2021-10-21,210.62,211.23,209.43,210.04,751342
2021-10-22,210.32,211.49,209.82,211.0,1383062
2021-10-25,211.4,214.15,210.27,213.01,1285881
2021-10-26,213.51,214.87,211.02,212.37,1243606
2021-10-27,211.86,213.54,211.06,212.74,1896447
2021-10-28,212.82,215.75,210.51,213.44,1812679
2021-10-29,213.67,214.09,213.18,213.61,1301390
2021-11-01,214.13,217.17,212.97,216.0,1312954
2021-11-02,216.94,217.56,214.89,215.51,760811
2021-11-03,216.11,218.07,215.32,217.26,1206169
2021-11-04,216.8,217.06,216.08,216.34,1422085
2021-11-05,216.49,217.62,215.93,217.06,806335
2021-11-08,216.37,218.6,216.12,218.35,1564959
2021-11-09,219.28,220.37,217.03,218.11,718135
2021-11-10,218.0,219.14,216.07,217.2,731477
2021-11-11,217.12,218.47,216.22,217.57,999929
2021-11-12,217.79,218.06,217.43,217.71,1124187
2021-11-15,217.38,221.37,215.88,219.85,1747155
2021-11-16,220.34,221.2,218.85,219.7,795259
2021-11-17,220.2,222.78,216.84,219.41,650110
2021-11-18,219.59,220.11,218.58,219.1,1137321
2021-11-19,219.15,222.43,217.09,220.37,866292
2021-11-22,218.22,220.74,217.92,220.44,1629006
2021-11-23,220.18,222.74,218.62,221.17,1300443
2021-11-24,221.52,222.84,220.59,221.91,1301755
2021-11-25,222.1,224.05,219.65,221.59,1739405
2021-11-26,219.27,222.92,216.72,220.36,1474183
2021-11-29,220.78,222.16,218.73,220.1,1167713
2021-11-30,220.71,221.88,219.04,220.2,1237076
2021-12-01,219.72,223.0,218.48,221.75,805134
2021-12-02,221.1,226.67,218.06,223.59,1483463
2021-12-03,223.6,225.76,220.79,222.95,1135197
2021-12-06,222.2,224.43,221.54,223.76,1177850
2021-12-07,222.98,225.15,222.61,224.78,1478550
2021-12-08,223.79,226.09,221.86,224.15,1019808
2021-12-09,224.91,225.56,223.14,223.78,1206302
2021-12-10,223.73,225.57,222.16,224.0,652395
2021-12-13,223.48,225.13,221.67,223.32,1401472
2021-12-14,222.46,222.85,221.66,222.04,1942065
2021-12-15,222.35,223.02,220.0,220.67,1528805
2021-12-16,220.28,222.7,220.12,222.54,1009113
2021-12-17,222.22,225.07,221.23,224.07,2008729
2021-12-20,223.87,226.16,221.04,223.32,848002
2021-12-21,222.97,226.8,220.39,224.21,987971
2021-12-22,224.37,224.77,222.48,222.88,1101707
2021-12-23,223.49,225.49,221.18,223.18,1183332
2021-12-24,222.21,222.53,220.42,220.73,2016841
2021-12-27,220.0,220.67,218.69,219.36,1062428
2021-12-28,219.54,219.76,219.34,219.55,783810
2021-12-29,218.89,220.46,217.13,218.7,1277525
2021-12-30,218.58,223.54,216.74,221.66,1296709
2021-12-31,222.54,225.28,221.4,224.14,1613595
2022-01-03,224.41,226.53,218.08,220.15,1124766
2022-01-04,220.81,221.61,219.14,219.94,828995
2022-01-05,220.65,222.98,215.01,217.31,1717661
2022-01-06,217.98,220.01,217.51,219.53,941492
